Northern Ireland House Price Index,_source_sheet,Table of Contents,Unnamed: 1,Unnamed: 2,"Table 1: NI House Price Index, Standardised Price and Quarterly and Annual Change",Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Table 2: Northern Ireland House Price Index by Type,Table 2a: NI Detached Property Price Index,Table 2b: NI Semi-Detached Property Price Index,Table 2c: NI Terrace Property Price Index,Table 2d: NI Apartments Price Index,Table 3: Northern Ireland House Price Index by Dwelling Type,Table 3a: NI New Dwellings Price Index,Table 3b: NI Existing Resold Dwellings Price Index,Table 3c: Number of Verified Residential Property Sales - New & Old Dwellings,Table 4: Number of Verified Residential Property Sales,Table 5: Standardised House Price & Index for each Local Government District Northern Ireland,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Table 5a: Number of Verified Residential Property Sales by Local Government District,Table 6: Standardised House Price & Index for all Urban and Rural areas in NI,Table 7: Standardised House Price & Index for Rural Areas of Northern Ireland by drive times,"Table 8: Number of Verified Residential Property Sales of properties in urban and rural areas and properties in rural areas by drive times witihn towns of 10,000 or more and within 1 hour of Belfast",Table 9: NI Average Sales Prices Q1 2005 - Q4 2025,Table 10a: Number of Verified Residential Property Sales by Type in Antrim and Newtownabbey Council,Table 10b: Number of Verified Residential Property Sales by Type in Ards and North Down Council,"Table 10c: Number of Verified Residential Property Sales by Type in Armagh City, Banbridge and Craigavon Council",Table 10d: Number of Verified Residential Property Sales by Type in Belfast Council,Table 10e: Number of Verified Residential Property Sales by Type in Causeway Coast and Glens Council,Table 10f: Number of Verified Residential Property Sales by Type in Derry City and Strabane Council,Table 10g: Number of Verified Residential Property Sales by Type in Fermanagh and Omagh Council,Table 10h: Number of Verified Residential Property Sales by Type in Lisburn and Castlereagh Council,Table 10i: Number of Verified Residential Property Sales by Type in Mid and East Antrim Council,Table 10j: Number of Verified Residential Property Sales by Type in Mid Ulster Council,"Table 10k: Number of Verified Residential Property Sales by Type in Newry, Mourne and Down Council"
,Table 1,,Q4,72.84038364913825,,118350.229812259,0.0026342943760710403,0.05308045496470585,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q1,72.68118630953501,2017,118091.56777914426,-0.0021855642656973032,0.04993689849532476,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q2,74.07481482501738,,120355.91959632759,0.019174542770218198,0.031880973704744395,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q3,75.06463450538452,,121964.16739480734,0.01336243205879525,0.03325069253385637,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q4,75.48602208631351,,122648.8331604793,0.005613663261076243,0.03632103930038217,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q1,75.8880825019512,2018,123302.09636703158,0.005326289616612214,0.04412278273442937,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q2,76.9384179416575,,125008.66948542662,0.013840584780611584,0.03865825548676218,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q3,78.40869145982639,,127397.55323431425,0.01910974461788116,0.04454903399552279,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q4,79.65781854225776,,129427.12076079195,0.01593097728293778,0.05526581399631921,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q1,78.8830639136432,2019,128168.3082209471,-0.009726033712604857,0.03946576738995862,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q2,79.77204843571145,,129612.72019704417,0.011269650010570923,0.036829851326065664,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q3,81.44808833101844,,132335.93082344017,0.02101036551239763,0.03876351989306344,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q4,81.62506467395869,,132623.4799796775,0.002172872888323532,0.02469620895602766,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q1,81.96347382385316,2020,133173.32333104563,0.004145897479483881,0.03905033295337295,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q2,82.03265929935942,,133285.73510753046,0.0008441013085285415,0.028338383029862926,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q3,83.71110351644965,,136012.85224871038,0.020460682750331582,0.027784755072874742,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q4,85.89620776478725,,139563.18486639913,0.026102920121082993,0.05232636700367854,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q1,86.83379952342763,2021,141086.57332958552,0.010915403404162175,0.05942068426774139,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q2,89.88514278485768,,146044.36127817503,0.035140040838669055,0.09572386842711526,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q3,92.66597199884752,,150562.6210683709,0.030937584653404075,0.10697348507224246,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q4,92.65171731770658,,150539.4602240094,-0.0001538286474901228,0.07864735508950751,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q1,95.44969600482781,2022,155085.58428378456,0.03019888641164464,0.0992228432786202,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q2,98.6057614103409,,160213.52358520546,0.03306522218104767,0.09701957804479705,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q3,102.39046535461588,,166362.8676596941,0.03838217858817805,0.10494136246570966,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q4,102.00027341551672,,165728.88821930953,-0.003810822987743923,0.10089997647591943,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q1,100,2023,162478.86664399682,-0.01961047111480023,0.04767227330867595,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q2,101.2977289772377,,164587.40197832335,0.012977289772376964,0.02730030708544869,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q3,104.46059654915585,,169726.39336262646,0.03122347957700882,0.020218007481168695,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q4,103.49496677610676,,168157.44905139934,-0.009243961885615815,0.014653817196167134,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q1,104.05041145210137,2024,169059.9292657898,0.005366876219171264,0.04050411452101372,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q2,107.96372694051675,,175418.2399195711,0.03760980311180063,0.06580599615196654,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q3,111.07119978208692,,180467.2265738243,0.028782563640862933,0.06328322306507535,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q4,112.21128771943958,,182319.62853317984,0.010264478456966566,0.08421975691039209,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q1,113.44357398485216,2025,184321.83329103183,0.01098183872992931,0.09027511185839805,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q2,114.14122817932846,,185455.3739193112,0.006149790331618572,0.05721830297888147,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q3,118.89453114863943,,193178.48671200313,0.0416440496140711,0.07043528279068992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,Q4,120.59144280538546,,195935.60953983394,0.01427241135779897,0.07468192600105139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 1,,,,,,,,100,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2,,,,,,,,,,Index is referenced to Q1 2023 = 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2,,,,,,,,,,Back to contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2,,"Index
(Quarter 4 2025)",Percentage Change on Previous Quarter,,Percentage Change over 12 months,"Standardised Price
(Quarter 4 2025)",,,,Property Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2,,118.11885672827391,0.015094373080331982,,0.06773143827774507,304672.4609790482,,,,Detached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2,,121.89999999999999,0.026958719460825637,,0.0825932504440497,198170.44207089822,,,,Semi-Detached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2,,122.20199053872925,0.0027738344576458806,,0.08062309670179207,140135.2157637552,,,,Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2,,119.24473072302895,0.001835106939528816,,0.050720140359854414,142315.13599095627,,,,Apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2,,120.59144280538546,0.01427241135779897,,0.07468192600105139,195935.60953983394,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,,,,,,,,,,Index is referenced to Q1 2023 = 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,,,,,,,,,,Back to contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Sale Quarter,NI Detached Property Price Index,,NI Detached Property Standardised Price,Quarterly Change,Annual Change,,,,Sale Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,60.70130008886119,,156571.2282946113,,,100.0,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,64.20413085744904,,165606.3315814122,0.05770602546337607,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,68.3700206194758,,176351.71060996063,0.06488507369216134,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,70.12081607346316,,180867.66322254273,0.025607648471128817,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,71.3866411762796,,184132.69693457178,0.01805205891343698,0.17603150297894837,100.0,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,76.29589395243968,,196795.4856400342,0.06876990842078361,0.18833310152329144,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,84.2608535119065,,217340.07858478182,0.10439565154622751,0.23242398859104726,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,92.79561786710259,,239354.41001329978,0.10128979234692989,0.32336762552626064,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,101.28109074231473,,261241.60038298953,0.09144260332815095,0.41876812066581,100.0,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,115.55544198971053,,298060.4610110438,0.14093796919815405,0.5145696053020093,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,125.89029665960334,,324717.8948311202,0.08943633023196829,0.4940543729694641,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,118.83079184222056,,306508.8064130589,-0.05607663977844992,0.28056469231558206,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,107.83971699279466,,278158.73669571505,-0.09249349161974339,0.06475667079027389,100.0,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,100.42308624657525,,259028.48768880393,-0.06877457538872209,-0.13095320724473294,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,89.81360861012072,,231662.6991031865,-0.10564779507377813,-0.2865724285886061,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,85.04224980108795,,219355.59022296566,-0.05312512082378473,-0.28434163836925264,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,75.27920289290432,,194173.06128084302,-0.11480231215683015,-0.3019343430033842,100.0,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,77.27668703639667,,199325.31576942516,0.0265343423778551,-0.23048882558086042,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,77.24416230806331,,199241.42239881124,-0.0004208866811026443,-0.13995035381131557,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,78.39457487923742,,202208.7642687648,0.014893197580240013,-0.07816908580616454,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,77.68175429900673,,200370.13488789462,-0.009092728435976076,0.03191520783662368,100.0,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,76.40084433706922,,197066.19171399606,-0.016489199729026828,-0.01133385414044646,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,76.44344109590851,,197176.06459716454,0.0005575430377623112,-0.010366106489204724,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,71.8752682245802,,185393.04781698118,-0.0597588596985964,-0.08316017613080835,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,69.62225482242566,,179581.68833665454,-0.031346156443059256,-0.10375022486694947,100.0,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,66.75811117674031,,172193.99667336757,-0.04113833504804546,-0.12621238998075193,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,67.72079904056531,,174677.12670654216,0.014420537772201283,-0.11410582687400847,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,66.30373349776745,,171021.98765210624,-0.020925115516564174,-0.07751671561633723,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,61.34929644107374,,158242.65188270286,-0.07472334958121983,-0.11882634945467409,100.0,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,61.7498472803936,,159275.821465808,0.006529020910689551,-0.07502105449160278,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,59.75875571119491,,154140.05580378568,-0.03224447762854456,-0.11757160934561735,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,57.9106706817187,,149373.1571931401,-0.030925761547106613,-0.12658507105533298,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,57.823358520147494,,149147.9466562612,-0.001507704202755295,-0.057473159848099066,100.0,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,59.03038610072051,,152261.31969109128,0.020874394214795606,-0.04403996607998988,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,59.75608254821847,,154133.16072229584,0.012293608350447533,-4.473257424158229e-05,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,59.55452799238539,,153613.27656283035,-0.0033729546388929616,0.02838608655909806,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,60.16228769601463,,155180.91486985006,0.010205096474057348,0.04044955595327759,100.0,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,62.31635657944909,,160737.05963803147,0.035804304755139085,0.055665745996001055,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,62.78835460791132,,161954.51809379406,0.0075742237571361495,0.05074415742106328,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,63.99108184451997,,165056.79894220305,0.019155259667484607,0.07449565972048063,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,63.58450092789205,,164008.07554707985,-0.006353712187829423,0.056883030265887334,100.0,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,65.51332462743481,,168983.2292152726,0.030334809134228195,0.05130222983928473,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,67.3068667452921,,173609.44137184822,0.027376753172837897,0.07196417497475627,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,68.18670580182246,,175878.87351878517,0.013072054889435181,0.06556576067109873,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,68.24026250181647,,176017.01616629344,0.0007854419620985305,0.07322164216094557,100.0,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,69.40523828948193,,179021.9219877708,0.017071677994123256,0.059406444172691426,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,71.04641597978062,,183255.1296199568,0.023646308704445493,0.055559698665516785,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,71.06013813741973,,183290.52416790326,0.00019314355903630225,0.042140653398752,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,71.24985555678023,,183779.87595006727,0.002669814952985598,0.04410289387271403,100.0,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,71.96078192252159,,185613.61944729387,0.009977934133140921,0.036820616080601276,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,72.91843293187422,,188083.75755953227,0.013307957247931384,0.02634921024906263,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,73.13279877428349,,188636.68679171166,0.0029398031991381564,0.029167697828781897,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,74.43402570786346,,191993.03499154263,0.017792658771286267,0.044690197982867524,100.0,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,74.20085553571246,,191391.60239945806,-0.003132575054668294,0.03112908939209006,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,75.84769121490864,,195639.40408926818,0.022194295029436144,0.04017171194245416,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,76.70722951453061,,197856.47303410235,0.011332425362646016,0.048875891530956166,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,75.69412662671758,,195243.30390425678,-0.013207397714984899,0.01692909804179784,100.0,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,77.14282355855039,,198980.032075015,0.019138828815305604,0.03964870757348577,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,79.04185526364242,,203878.34110960568,0.02461708837570209,0.04211287117076989,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,79.08716456006644,,203995.2106360226,0.0005732316919041756,0.031026215659177223,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,79.41263753861226,,204834.72649405236,0.004115370431552423,0.049125488034657744,100.0,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,78.60937589437414,,202762.815973253,-0.010115035454496211,0.019010871888953552,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,81.31893590944499,,209751.77896212737,0.034468662093331354,0.02880854248938637,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,83.46522149675934,,215287.84771493645,0.02639342932013289,0.05535736375234163,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,85.08497269639051,,219465.7884589842,0.01940630085902374,0.07142862060235979,100.0,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,88.81634418630637,,229090.38326246233,0.043854647556044304,0.12984415886531306,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,90.51145682340221,,233462.70918133526,0.019085593452710447,0.11304280867858155,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,90.85368997805118,,234345.45576679698,0.0037811031515789244,0.08852152248321424,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,94.40977370796291,,243517.91824611268,0.0391407738174512,0.10959398253374515,100.0,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,98.42316582287907,,253869.94912750137,0.04251034566962056,0.10816501990242777,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,102.25967382107434,,263765.7300870555,0.038979725617639634,0.12979812070193714,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,101.43153809878167,,261629.66006805762,-0.008098360686556423,0.11642728130564577,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,100,,257937.19090926426,-0.01411334310426736,0.05921236830128727,100.0,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q2,102.36180487136575,,264029.16404922324,0.023618048713657486,0.04001739850122883,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q3,104.27337673114361,,268959.8188065463,0.018674659578150912,0.019692052935673193,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q4,103.33881599196634,,266549.2390885716,-0.008962601658014052,0.018803598258829705,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 2a,,Q1,103.3,,266222.25141243625,-0.0003756187023602312,0.032999999999999974,100.0,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
